time,commune_id_2cap,commune_name_2cap,provinceName_2cap,nguycosatlo,nguycoluquet
2025-11-20 17:00:00,2430,Đam Rông 3,Lâm Đồng,Trung bình,Trung bình
2025-11-20 17:00:00,2427,Đam Rông 4,Lâm Đồng,Trung bình,Trung bình
2025-11-20 17:00:00,1998,Ba Tô,Quảng Ngãi,Cao,Cao
2025-11-20 17:00:00,1995,Ba Động,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1952,Bình Chương,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1951,Bình Minh,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1991,Khánh Cường,Quảng Ngãi,Rất cao,Rất cao
2025-11-20 17:00:00,1987,Lân Phong,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1984,Mộ Đức,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1990,Nguyễn Nghiêm,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1992,Sa Huỳnh,Quảng Ngãi,Rất cao,Rất cao
2025-11-20 17:00:00,1955,Thanh Bồng,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1967,Vệ Giang,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1982,Đình Cương,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1997,Đặng Thùy Trâm,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1988,Đức Phổ,Quảng Ngãi,Trung bình,Trung bình
2025-11-20 17:00:00,1847,Chân Mây - Lăng Cô,TP. Huế,Trung bình,Trung bình
2025-11-20 17:00:00,1844,Phú Lộc,TP. Huế,Cao,Cao
2025-11-20 17:00:00,1845,Vinh Lộc,TP. Huế,Trung bình,Trung bình
2025-11-20 17:00:00,1872,Chiên Đàn,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1937,Nam Trà My,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1940,Núi Thành,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1874,Phú Ninh,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1943,Tam Anh,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1945,Tam Mỹ,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1941,Tam Xuân,TP. Đà Nẵng,Cao,Cao
2025-11-20 17:00:00,1929,Thạnh Bình,TP. Đà Nẵng,Trung bình,Trung bình
2025-11-20 17:00:00,1926,Tiên Phước,TP. Đà Nẵng,Trung bình,Trung bình
2025-11-20 17:00:00,1931,Trà Liên,TP. Đà Nẵng,Trung bình,Trung bình
2025-11-20 17:00:00,1942,Đức Phú,TP. Đà Nẵng,Trung bình,Trung bình
2025-11-20 17:00:00,2243,Bình Kiến,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2319,Cư M’ta,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2317,Cư Prao,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2325,Cư Pui,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2315,Cư Yang,Đắk Lắk,,Rất cao
2025-11-20 17:00:00,2323,Dang Kang,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2264,Ea Bá,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2311,Ea Kar,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2328,Ea Kly,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2312,Ea Knốp,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2265,Ea Ly,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2334,Ea Ning,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2329,Ea Phê,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2313,Ea Păl,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2318,Ea Riêng,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2321,Ea Trang,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2314,Ea Ô,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2272,Hòa Mỹ,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2324,Hòa Sơn,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2271,Hòa Thịnh,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2273,Hòa Xuân,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2322,Krông Bông,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2327,Krông Pắc,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2320,Krông Á,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2316,M’Drắk,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2275,Phú Hòa 1,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2274,Phú Hòa 2,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2261,Suối Trai,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2262,Sông Hinh,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2258,Sơn Hòa,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2267,Sơn Thành,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2253,Tuy An Bắc,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2257,Tuy An Nam,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2255,Tuy An Tây,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2242,Tuy Hòa,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2331,Tân Tiến,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2259,Tây Sơn,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2260,Vân Hòa,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2332,Vụ Bổn,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2246,Xuân Cảnh,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2245,Xuân Lộc,Đắk Lắk,Cao,Cao
2025-11-20 17:00:00,2252,Xuân Phước,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2247,Xuân Thọ,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2326,Yang Mao,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2269,Đông Hòa,Đắk Lắk,Rất cao,Rất cao
2025-11-20 17:00:00,2249,Đồng Xuân,Đắk Lắk,Trung bình,Trung bình
2025-11-20 17:00:00,2263,Đức Bình,Đắk Lắk,Rất cao,Rất cao
